czas,bzdura,x,y,z
122.0618,location,-43.64, 1.33, 92.06
123.0637,location,-45.98, 1.33, 96.17
124.0655,location,-46.37, 1.33, 98.74
125.0674,location,-45.71, 1.33, 95.24
126.0693,location,-41.70, 1.33, 92.54
127.0711,location,-40.11, 1.33, 96.83
127.08,diamond,-40.10, 1.33, 96.93
127.1,diamond,-40.10, 1.33, 97.03
127.12,diamond,-40.09, 1.33, 97.13
127.14,diamond,-40.09, 1.33, 97.23
127.18,diamond,-40.07, 1.33, 97.43
127.2,diamond,-40.07, 1.33, 97.53
127.24,diamond,-40.06, 1.33, 97.63
127.74,diamond,-40.05, 1.33, 97.83
127.76,diamond,-40.05, 1.33, 97.93
127.78,diamond,-40.04, 1.33, 98.03
127.82,diamond,-40.03, 1.33, 98.23
127.82,diamond,-40.03, 1.33, 98.23
128.0729,location,-39.73, 1.33, 99.00
129.0749,location,-39.60, 1.33, 98.31
130.0768,location,-39.60, 1.33, 98.31
131.0785,location,-39.60, 1.33, 98.31
132.0804,location,-39.60, 1.33, 98.31
133.0823,location,-39.60, 1.33, 98.31
134.084,location,-39.60, 1.33, 98.31
135.0859,location,-39.60, 1.33, 98.31
136.0878,location,-39.60, 1.33, 98.31
137.0897,location,-39.60, 1.33, 98.31
138.0916,location,-39.60, 1.33, 98.31
139.0934,location,-39.60, 1.33, 98.31
140.0953,location,-39.60, 1.33, 98.31
141.0971,location,-39.60, 1.33, 98.31
142.099,location,-39.60, 1.33, 98.31
143.1008,location,-39.60, 1.33, 98.31
144.1027,location,-39.60, 1.33, 98.31
145.1046,location,-39.60, 1.33, 98.31
146.1063,location,-39.60, 1.33, 98.31
147.1081,location,-39.91, 1.33, 95.13
147.8,diamond,-40.56, 1.33, 91.77
147.8,diamond,-40.56, 1.33, 91.77
147.94,diamond,-41.20, 1.33, 91.48
148.1,diamond,-41.96, 1.33, 91.61
148.1101,location,-41.96, 1.33, 91.61
148.38,diamond,-43.01, 1.33, 92.54
148.54,diamond,-43.59, 1.33, 93.09
148.76,diamond,-44.39, 1.33, 93.84
148.9,diamond,-44.89, 1.33, 94.33
149.1,diamond,-45.58, 1.33, 95.06
149.1119,location,-45.58, 1.33, 95.06
149.28,diamond,-46.11, 1.33, 95.78
149.5,diamond,-46.41, 1.33, 96.84
149.72,diamond,-46.47, 1.33, 97.93
149.94,diamond,-46.29, 1.33, 99.02
150.1138,location,-46.13, 1.33, 99.80
150.14,diamond,-46.06, 1.33, 99.98
150.36,diamond,-45.48, 1.33, 100.91
150.56,diamond,-44.81, 1.33, 101.66
150.78,diamond,-44.06, 1.33, 102.46
150.92,diamond,-43.57, 1.33, 102.96
151.1156,location,-42.85, 1.33, 103.50
151.12,diamond,-42.77, 1.33, 103.56
151.26,diamond,-42.19, 1.33, 103.96
151.48,diamond,-41.17, 1.33, 104.35
151.64,diamond,-40.38, 1.33, 104.37
151.88,diamond,-39.18, 1.33, 104.27
152.06,diamond,-38.29, 1.33, 104.18
152.1176,location,-38.09, 1.33, 104.13
152.3,diamond,-37.17, 1.33, 103.75
152.46,diamond,-36.49, 1.33, 103.34
152.7,diamond,-35.76, 1.33, 102.38
152.86,diamond,-35.28, 1.33, 101.74
153.08,diamond,-34.60, 1.33, 100.88
153.1193,location,-34.54, 1.33, 100.80
153.36,diamond,-33.78, 1.33, 99.74
153.58,diamond,-33.34, 1.33, 98.74
153.82,diamond,-33.10, 1.33, 97.58
154.06,diamond,-33.28, 1.33, 96.39
154.1212,location,-33.33, 1.33, 96.10
154.28,diamond,-33.48, 1.33, 95.31
154.52,diamond,-34.20, 1.33, 94.36
154.7,diamond,-34.87, 1.33, 93.76
154.94,diamond,-35.75, 1.33, 92.95
155.06,diamond,-36.09, 1.33, 92.46
155.1231,location,-36.26, 1.33, 92.21
155.3,diamond,-36.88, 1.33, 91.62
155.52,diamond,-37.93, 1.33, 91.38
156.125,location,-40.74, 1.33, 91.89
157.1268,location,-44.91, 1.33, 94.64
158.1287,location,-48.77, 1.33, 97.00
159.1305,location,-53.69, 1.35, 97.87
160.1324,location,-58.67, 1.35, 98.21
161.1343,location,-62.56, 1.35, 100.79
162.1361,location,-65.62, 1.35, 104.73
162.74,lock unlockedredKey,-67.89, 1.35, 106.64
163.1379,location,-68.43, 1.35, 107.09
164.1398,location,-68.64, 1.50, 107.33
164.2901,jump,-68.76, 1.35, 108.12
165.1417,location,-68.77, 5.42, 111.89
165.6259,jump,-68.28, 5.26, 112.41
166.12,diamond,-66.01, 8.28, 113.21
166.1436,location,-66.01, 8.33, 113.21
166.7,diamond,-66.01, 7.11, 113.21
166.82,diamond,-66.01, 6.24, 113.21
166.92,diamond,-66.05, 5.35, 113.40
167.1454,location,-65.94, 5.35, 114.05
167.4961,jump,-66.82, 5.35, 114.23
168.1472,location,-69.90, 8.66, 115.18
169.0823,jump,-71.17, 5.28, 115.01
169.1491,location,-71.17, 5.83, 115.01
169.82,diamond,-72.72, 8.38, 117.57
169.84,diamond,-72.77, 8.35, 117.66
169.96,diamond,-73.07, 8.05, 118.18
170.14,diamond,-73.12, 7.19, 118.26
170.1509,location,-73.12, 7.19, 118.26
170.4348,jump,-73.12, 6.50, 118.26
170.96,diamond,-73.23, 9.68, 120.46
170.98,diamond,-73.24, 9.72, 120.56
171.04,diamond,-73.25, 9.78, 120.86
171.1528,location,-73.27, 9.77, 121.36
171.4,diamond,-73.28, 9.04, 121.46
171.637,jump,-73.28, 8.18, 121.46
172.1547,location,-73.40, 11.34, 122.43
172.24,diamond,-73.74, 11.49, 122.79
172.24,diamond,-73.74, 11.49, 122.79
172.38,diamond,-73.88, 11.43, 123.45
172.38,diamond,-73.88, 11.43, 123.45
172.9228,jump,-73.47, 10.59, 123.61
173.08,diamond,-72.67, 11.96, 123.59
173.1,diamond,-72.57, 12.10, 123.59
173.1,diamond,-72.57, 12.10, 123.59
173.1565,location,-72.37, 12.37, 123.58
173.52,diamond,-70.47, 13.75, 123.55
173.96,diamond,-68.27, 12.64, 123.51
173.98,diamond,-68.17, 12.52, 123.51
174.04,diamond,-67.87, 12.13, 123.51
174.14,diamond,-67.37, 11.35, 123.53
174.1584,location,-67.37, 11.35, 123.53
174.42,diamond,-65.97, 10.59, 123.61
174.42,diamond,-65.97, 10.59, 123.61
174.5,diamond,-65.57, 10.59, 123.63
175.1602,location,-64.38, 10.59, 123.69
175.2438,jump,-64.38, 10.59, 123.69
175.36,diamond,-64.38, 11.66, 123.69
176.1621,location,-67.49, 13.24, 123.86
176.38,diamond,-68.55, 11.99, 124.12
176.42,diamond,-68.75, 11.69, 124.15
176.48,diamond,-69.03, 11.19, 124.12
176.82,diamond,-70.56, 10.58, 123.77
177.1638,location,-71.07, 10.49, 123.40
177.6482,jump,-69.75, 10.47, 124.28
178.1658,location,-69.37, 13.56, 126.85
178.7,green key,-69.59, 12.47, 129.37
179.1677,location,-67.82, 11.27, 130.01
179.98,diamond,-66.53, 3.04, 127.57
180.12,diamond,-66.23, 1.64, 126.95
180.1695,location,-66.12, 1.35, 126.79
180.9,diamond,-65.09, 1.35, 128.87
181.1714,location,-65.92, 1.35, 129.83
181.38,diamond,-66.95, 1.35, 130.12
181.72,diamond,-68.60, 1.35, 129.69
182.12,diamond,-70.58, 1.35, 129.49
182.1733,location,-70.78, 1.35, 129.48
182.52,diamond,-72.57, 1.35, 129.36
182.96,diamond,-73.55, 1.35, 128.69
183.1751,location,-73.46, 1.35, 127.70
183.22,diamond,-73.39, 1.35, 127.41
184.1771,location,-72.00, 1.35, 122.97
185.1787,location,-69.53, 1.35, 118.63
185.36,diamond,-69.38, 1.35, 117.65
185.42,diamond,-69.33, 1.35, 117.35
185.64,diamond,-69.18, 1.35, 116.26
185.72,diamond,-69.25, 1.35, 115.87
185.92,diamond,-69.58, 1.35, 114.93
186.02,diamond,-69.75, 1.35, 114.45
186.1806,location,-70.05, 1.35, 113.71
186.22,diamond,-70.14, 1.35, 113.53
187.14,diamond,-72.63, 1.35, 110.80
187.1825,location,-72.83, 1.35, 110.81
187.88,diamond,-76.29, 1.35, 110.71
188.1844,location,-76.96, 1.35, 111.77
188.2344,jump,-76.97, 1.35, 111.97
188.34,diamond,-76.99, 2.43, 112.57
188.76,diamond,-77.01, 4.53, 112.97
189.1862,location,-76.97, 3.98, 113.97
189.36,diamond,-76.96, 2.93, 114.17
189.8874,jump,-77.15, 1.35, 115.86
190.02,diamond,-77.23, 2.58, 116.56
190.1881,location,-77.25, 3.63, 117.35
191.06,diamond,-76.83, 2.51, 116.99
191.1899,location,-76.54, 1.45, 116.83
192.1918,location,-73.49, 1.35, 119.89
193.1936,location,-68.54, 1.35, 119.35
193.72,diamond,-65.90, 1.35, 118.88
194.1955,location,-63.82, 1.35, 119.12
194.52,diamond,-62.14, 1.35, 118.95
195.1973,location,-61.09, 1.35, 116.02
195.38,diamond,-61.29, 1.35, 115.04
196.1992,location,-61.90, 1.35, 111.55
196.28,diamond,-61.98, 1.35, 111.06
196.84,diamond,-64.42, 1.35, 110.33
197.2011,location,-66.07, 1.35, 110.35
198.2029,location,-68.27, 1.35, 111.99
199.2048,location,-67.62, 1.35, 110.65
200.2066,location,-68.87, 1.35, 106.25
201.2085,location,-68.49, 1.35, 101.30
202.2103,location,-69.22, 1.35, 96.35
203.1789,jump,-66.86, 1.35, 94.48
203.2122,location,-66.69, 1.74, 94.37
204.2141,location,-62.75, 3.64, 91.52
205.2159,location,-64.01, 7.36, 89.47
205.984,jump,-64.23, 1.35, 88.33
206.2178,location,-63.74, 3.14, 88.38
207.0026,jump,-61.74, 8.77, 88.53
207.2196,location,-62.35, 10.48, 87.87
207.8,diamond,-64.53, 10.90, 86.11
208,diamond,-65.20, 10.15, 85.73
208.2215,location,-65.28, 9.33, 84.64
208.34,diamond,-65.44, 9.33, 84.06
208.66,diamond,-65.88, 9.33, 82.52
209,diamond,-66.18, 9.33, 80.85
209.2234,location,-66.30, 9.33, 79.76
209.32,diamond,-66.21, 9.33, 79.30
209.66,diamond,-65.96, 9.33, 77.74
209.94,diamond,-65.92, 9.33, 76.34
210.2253,location,-65.82, 9.33, 74.95
210.3,diamond,-65.79, 9.33, 74.55
210.68,diamond,-65.65, 9.33, 72.65
211.2,lock unlockedgreenKey,-65.50, 9.33, 70.06
211.227,location,-65.50, 9.33, 69.96
212.2289,location,-65.56, 9.33, 69.46
213.2308,location,-64.16, 9.33, 67.37
214.2326,location,-64.16, 9.33, 67.37
215.2344,location,-64.16, 9.33, 67.37
215.76,diamond,-63.17, 9.33, 67.12
215.8,diamond,-62.97, 9.33, 67.12
216.02,diamond,-62.00, 9.33, 67.07
216.2364,location,-61.94, 9.33, 66.99
216.26,diamond,-61.82, 9.33, 66.83
216.28,diamond,-61.76, 9.33, 66.75
216.42,diamond,-61.42, 9.33, 66.26
216.9,diamond,-61.23, 9.33, 66.06
217.2382,location,-60.71, 9.33, 65.27
217.58,diamond,-61.18, 9.33, 65.10
217.62,diamond,-61.37, 9.33, 65.04
218.2401,location,-63.81, 9.33, 64.59
218.72,diamond,-64.79, 9.33, 62.60
219.2419,location,-65.44, 9.33, 62.35
219.48,diamond,-66.62, 9.33, 62.12
220.02,diamond,-69.29, 9.34, 61.80
220.2438,location,-70.39, 9.34, 61.80
220.48,diamond,-71.59, 9.34, 61.81
220.86,diamond,-73.48, 9.34, 61.91
221.2457,location,-75.38, 9.34, 61.95
221.42,diamond,-76.28, 9.34, 61.95
221.86,diamond,-78.48, 9.34, 61.91
222.22,diamond,-80.27, 9.34, 61.74
222.2475,location,-80.37, 9.34, 61.73
222.88,yellow key,-83.56, 9.34, 61.42
223.2492,location,-84.43, 9.34, 61.24
224.2512,location,-80.14, 9.34, 62.04
225.253,location,-75.28, 9.34, 62.09
226.1047,shoot,-71.29, 9.34, 61.84
226.2549,location,-70.61, 9.34, 62.00
227.2567,location,-66.98, 9.33, 64.25
228.2586,location,-66.36, 9.33, 69.18
228.4257,shoot,-66.25, 9.33, 70.08
229.2605,location,-65.72, 9.33, 74.24
230.0286,shoot,-65.43, 9.33, 78.03
230.2623,location,-65.37, 9.33, 79.23
231.2643,location,-65.38, 9.33, 84.21
232.2661,location,-64.99, 9.33, 87.37
233.2679,location,-65.60, 7.62, 88.84
233.86,lock unlockedyellowKey,-67.68, 1.60, 88.27
234.2698,location,-68.34, 1.35, 88.23
235.2717,location,-69.14, 1.35, 88.64
236.06,diamond,-69.22, 1.33, 84.72
236.2735,location,-69.04, 1.33, 83.77
236.54,diamond,-68.67, 1.33, 82.52
237.06,diamond,-68.96, 1.33, 79.94
237.2753,location,-68.82, 1.33, 78.95
237.58,diamond,-68.68, 1.33, 77.36
238.1937,jump,-68.64, 1.33, 74.36
238.2,diamond,-68.64, 1.52, 74.26
238.2772,location,-68.63, 2.08, 73.96
239,diamond,-69.11, 4.43, 70.35
239.2791,location,-69.42, 3.50, 69.83
239.4293,jump,-69.42, 3.50, 69.83
240.281,location,-71.70, 6.45, 67.29
241.2827,location,-76.53, 5.33, 66.26
241.7836,shoot,-79.02, 5.33, 66.05
242.2847,location,-81.50, 5.33, 66.37
242.36,hold button enter,-81.89, 5.33, 66.42
242.5,pole sphere activated,-82.53, 5.33, 66.30
243.2865,location,-83.56, 5.33, 65.77
