czas,bzdura,x,y,z
143.0526,location,-20.84, 4.13, 52.82
144.0693,location,-23.22, 1.32, 55.52
144.2,lock unlockedredKey,-23.92, 1.32, 55.58
145.0859,location,-24.35, 1.32, 55.70
146.086,location,-25.79, 1.32, 55.93
147.04,hold button enter,-30.37, 1.32, 55.84
147.1026,location,-30.67, 1.32, 55.82
147.18,diamond,-31.06, 1.32, 55.79
147.4026,jump,-32.16, 1.32, 55.70
147.5,diamond,-32.66, 2.22, 55.68
147.54,hold button leave,-32.86, 2.53, 55.68
147.8,diamond,-34.16, 4.02, 55.64
148.1027,location,-35.65, 4.47, 55.78
148.16,diamond,-35.95, 4.39, 55.82
148.46,diamond,-37.44, 3.22, 55.99
149.1193,location,-38.82, 1.29, 53.47
149.2193,jump,-39.23, 1.29, 53.19
150.1359,location,-42.28, 4.14, 49.98
151.1526,location,-46.91, 1.31, 48.18
152.1692,location,-46.64, 1.31, 46.94
152.7693,jump,-46.21, 1.31, 48.03
153.1693,location,-47.21, 3.69, 47.93
154.186,location,-47.87, 2.24, 47.68
155.2026,location,-49.14, 1.32, 51.19
156.2192,location,-49.30, 1.32, 52.03
156.8859,jump,-48.25, 1.32, 53.44
157.2359,location,-48.61, 3.78, 55.09
158.2526,location,-47.05, 1.32, 59.02
159.2693,location,-42.28, 1.29, 59.00
160.2859,location,-37.28, 1.29, 58.24
160.3359,jump,-37.11, 1.29, 58.14
161.3026,location,-32.87, 3.84, 57.60
161.58,hold button enter,-32.53, 1.92, 57.08
162.3026,location,-31.69, 1.32, 56.80
163.3192,location,-31.50, 1.32, 56.02
164.0025,jump,-33.48, 1.32, 55.78
164.06,hold button leave,-33.78, 1.87, 55.74
164.3359,location,-35.07, 3.67, 55.63
165.2,gun,-39.41, 4.30, 56.10
165.2526,jump,-39.60, 4.45, 56.16
165.3,diamond,-39.89, 5.02, 56.26
165.3526,location,-40.08, 5.36, 56.32
165.4,diamond,-40.36, 5.84, 56.41
166.3692,location,-40.81, 6.00, 55.90
167.3692,location,-40.15, 6.00, 56.56
167.3859,shoot,-40.15, 6.00, 56.56
168.3859,location,-40.41, 6.00, 56.71
169.3359,shoot,-39.97, 5.99, 57.36
169.4025,location,-39.97, 5.99, 57.36
170.4025,location,-39.97, 5.99, 57.36
171.4192,location,-39.97, 5.99, 57.36
172.4192,location,-39.97, 5.99, 57.36
172.6358,shoot,-39.97, 5.99, 57.36
173,pole sphere activated,-39.97, 5.99, 57.36
173.4359,location,-39.97, 5.99, 57.36
174.4525,location,-39.97, 5.99, 57.36
175.4692,location,-39.97, 5.99, 57.36
176.0524,shoot,-39.97, 5.99, 57.36
176.42,pole sphere activated,-39.97, 5.99, 57.36
176.4858,location,-39.97, 5.99, 57.36
177.4858,location,-39.67, 1.29, 60.34
177.7191,jump,-39.86, 1.29, 61.42
178.5025,location,-39.84, 4.49, 64.52
179.02,diamond,-39.84, 1.42, 66.32
179.12,diamond,-39.85, 1.32, 66.82
179.26,diamond,-39.86, 1.32, 67.52
179.4,diamond,-39.89, 1.32, 68.22
179.5191,location,-39.91, 1.32, 68.72
179.56,diamond,-39.92, 1.32, 69.02
179.7,diamond,-39.95, 1.32, 69.72
179.84,diamond,-39.96, 1.32, 70.42
180,diamond,-39.94, 1.32, 71.22
180.14,diamond,-39.90, 1.32, 71.92
180.28,diamond,-39.87, 1.32, 72.62
180.42,diamond,-39.83, 1.32, 73.31
180.5358,location,-39.80, 1.32, 73.81
180.58,diamond,-39.80, 1.32, 74.11
180.74,diamond,-39.80, 1.32, 74.91
180.88,diamond,-39.80, 1.32, 75.61
181.02,diamond,-39.81, 1.32, 76.31
181.18,diamond,-39.81, 1.32, 77.11
181.32,diamond,-39.80, 1.32, 77.81
181.48,diamond,-39.77, 1.32, 78.61
181.5524,location,-39.76, 1.32, 78.91
181.62,diamond,-39.74, 1.32, 79.31
181.76,diamond,-39.72, 1.32, 80.01
181.92,diamond,-39.72, 1.32, 80.81
182.06,diamond,-39.72, 1.32, 81.51
182.2,diamond,-39.73, 1.32, 82.21
182.36,diamond,-39.75, 1.32, 83.01
182.5525,location,-39.79, 1.32, 83.91
182.7191,jump,-39.83, 1.32, 84.71
183.5692,location,-40.54, 2.75, 84.66
183.9691,shoot,-40.05, 1.32, 86.49
184.5858,location,-40.07, 1.33, 89.59
185.1024,jump,-40.08, 1.33, 92.19
185.6024,location,-40.80, 4.33, 92.25
186.6191,location,-44.20, 1.33, 95.00
186.8357,jump,-44.66, 1.33, 96.00
187.6357,location,-44.44, 4.49, 99.65
188.3024,jump,-42.22, 1.33, 101.68
188.6524,location,-40.64, 3.78, 102.24
189.6524,location,-36.47, 1.33, 100.76
189.6857,jump,-36.33, 1.33, 100.62
190.6524,location,-35.82, 3.83, 96.13
191.0524,jump,-36.90, 1.33, 94.49
191.6691,location,-39.41, 4.59, 93.90
192.68,diamond,-40.00, 1.33, 96.92
192.6857,location,-40.00, 1.33, 96.92
192.7,diamond,-40.01, 1.33, 97.02
192.74,diamond,-40.02, 1.33, 97.22
192.74,diamond,-40.02, 1.33, 97.22
192.78,diamond,-40.03, 1.33, 97.42
192.8,diamond,-40.04, 1.33, 97.52
192.84,diamond,-40.05, 1.33, 97.72
192.86,diamond,-40.05, 1.33, 97.82
192.88,diamond,-40.06, 1.33, 97.92
192.9,diamond,-40.06, 1.33, 98.02
192.94,diamond,-40.07, 1.33, 98.22
192.9524,jump,-40.07, 1.33, 98.22
192.96,diamond,-40.08, 1.53, 98.32
193.7023,location,-39.89, 2.98, 99.01
194.7024,location,-39.89, 1.33, 98.11
195.719,location,-39.89, 1.33, 98.11
196.7357,location,-38.90, 1.33, 97.53
197.7357,location,-39.53, 1.33, 96.76
198.7523,location,-39.53, 1.33, 96.76
199.769,location,-39.53, 1.33, 96.76
200.7691,location,-39.53, 1.33, 96.76
201.7857,location,-39.53, 1.33, 96.76
201.919,shoot,-39.53, 1.33, 96.76
202.8023,location,-39.53, 1.33, 96.76
203.569,shoot,-39.53, 1.33, 96.76
203.819,location,-39.53, 1.33, 96.76
204.819,shoot,-39.53, 1.33, 96.76
204.8356,location,-39.53, 1.33, 96.76
205.8357,location,-39.05, 1.33, 97.26
206.2023,shoot,-38.96, 1.33, 97.44
206.8357,location,-38.96, 1.33, 97.44
207.5023,shoot,-38.96, 1.33, 97.44
207.8523,location,-38.96, 1.33, 97.44
208.719,shoot,-39.80, 1.33, 98.11
208.869,location,-39.80, 1.33, 98.11
209.869,location,-39.80, 1.33, 98.11
210.8857,location,-39.80, 1.33, 98.11
211.9023,location,-39.80, 1.33, 98.11
212.8856,shoot,-39.80, 1.33, 98.11
212.919,location,-39.80, 1.33, 98.11
213.5856,jump,-39.85, 1.33, 95.22
213.9356,location,-39.85, 3.80, 94.62
214.82,diamond,-40.14, 1.96, 91.43
214.82,diamond,-40.14, 1.96, 91.43
214.9523,location,-40.10, 1.33, 90.93
214.98,diamond,-39.94, 1.33, 90.90
215.24,diamond,-38.77, 1.33, 91.43
215.48,diamond,-37.69, 1.33, 91.35
215.62,diamond,-37.12, 1.33, 91.49
215.86,diamond,-36.16, 1.33, 92.21
215.9523,location,-35.85, 1.33, 92.46
216.04,diamond,-35.48, 1.33, 92.79
216.3,diamond,-34.62, 1.33, 93.60
216.52,diamond,-34.08, 1.33, 94.49
216.76,diamond,-33.39, 1.33, 95.43
216.9689,location,-33.13, 1.33, 96.30
217.02,diamond,-33.12, 1.33, 96.59
217.26,diamond,-33.11, 1.33, 97.76
217.6,diamond,-33.10, 1.33, 99.45
217.84,diamond,-33.74, 1.33, 100.34
217.9689,location,-34.19, 1.33, 100.73
218.04,diamond,-34.50, 1.33, 100.99
218.28,diamond,-34.83, 1.33, 102.08
218.48,diamond,-35.36, 1.33, 102.83
218.72,diamond,-36.24, 1.33, 103.51
218.94,diamond,-37.21, 1.33, 103.82
218.9856,location,-37.41, 1.33, 103.82
219.2,diamond,-38.28, 1.33, 104.47
219.4,diamond,-39.11, 1.33, 104.60
219.66,diamond,-40.33, 1.33, 104.47
219.84,diamond,-41.19, 1.33, 104.62
220.0023,location,-41.90, 1.33, 104.55
220.12,diamond,-42.30, 1.33, 104.31
220.3,diamond,-43.02, 1.33, 103.93
220.54,diamond,-44.04, 1.33, 103.35
220.72,diamond,-44.81, 1.33, 102.90
221,diamond,-45.48, 1.33, 101.94
221.0189,location,-45.48, 1.33, 101.94
221.22,diamond,-45.74, 1.33, 100.94
221.48,diamond,-46.61, 1.33, 100.01
221.78,diamond,-47.37, 1.33, 98.74
222,diamond,-46.89, 1.33, 97.75
222.0356,location,-46.84, 1.33, 97.67
222.22,diamond,-46.78, 1.33, 96.74
222.46,diamond,-46.35, 1.33, 95.70
222.72,diamond,-46.01, 1.33, 94.58
222.96,diamond,-45.47, 1.33, 93.60
223.0522,location,-45.26, 1.33, 93.29
223.16,diamond,-44.81, 1.33, 92.92
223.44,diamond,-43.86, 1.33, 92.14
223.66,diamond,-42.82, 1.33, 91.78
224.0522,location,-41.23, 1.33, 91.12
224.8855,jump,-37.42, 1.33, 91.94
225.0689,location,-37.01, 2.85, 92.71
226.0856,location,-35.26, 2.29, 97.02
227.1022,location,-36.68, 1.33, 101.43
227.4355,shoot,-37.84, 1.33, 102.39
228.1022,location,-39.15, 1.33, 102.93
229.1188,location,-43.32, 1.33, 100.93
230.1189,location,-47.32, 1.33, 98.64
230.1689,jump,-47.62, 1.33, 98.62
231.1355,location,-52.34, 2.35, 98.33
232.1521,location,-56.57, 1.35, 97.12
233.1522,location,-58.21, 1.35, 100.16
233.2188,jump,-58.44, 1.35, 100.34
234.1689,location,-62.62, 4.04, 102.06
235.1855,location,-66.56, 1.35, 104.92
235.62,lock unlockedredKey,-68.07, 1.35, 106.29
236.2021,location,-68.78, 1.35, 107.18
237.2188,location,-68.84, 1.35, 106.84
238.2,diamond,-72.55, 1.35, 109.74
238.2355,location,-72.63, 1.35, 109.80
238.3188,jump,-72.97, 1.35, 110.01
239.2521,location,-76.03, 4.12, 110.40
239.5,diamond,-76.42, 2.55, 110.34
240.0688,jump,-77.43, 1.35, 111.23
240.18,diamond,-77.44, 2.43, 111.83
240.2522,location,-77.44, 2.88, 111.93
241.2,diamond,-76.98, 2.84, 113.48
241.2688,location,-76.98, 2.37, 113.48
241.6355,jump,-77.20, 1.35, 114.35
242,diamond,-77.22, 4.05, 114.45
242.2854,location,-77.22, 4.65, 114.45
242.46,diamond,-77.01, 4.41, 114.79
243.06,diamond,-77.44, 1.35, 116.56
243.3021,location,-77.02, 1.35, 117.65
243.8854,jump,-74.95, 1.35, 117.79
244.3021,location,-73.96, 4.07, 116.69
245.22,diamond,-70.12, 1.35, 116.43
245.28,diamond,-69.84, 1.35, 116.52
245.3188,location,-69.74, 1.35, 116.55
245.4021,jump,-69.27, 1.35, 116.63
245.5,diamond,-68.93, 1.89, 116.28
245.52,diamond,-68.97, 1.90, 116.19
245.78,diamond,-69.49, 1.84, 115.01
245.8,diamond,-69.54, 1.84, 114.92
246,diamond,-69.48, 1.81, 113.98
246.02,diamond,-69.45, 1.81, 113.89
246.3355,location,-68.81, 1.35, 113.32
246.5188,jump,-68.17, 1.35, 112.84
247.3521,location,-67.92, 2.01, 111.55
248.3687,location,-66.85, 1.35, 110.90
248.58,diamond,-66.35, 1.35, 110.90
249.3854,location,-65.55, 1.35, 111.00
250.4021,location,-63.87, 1.35, 110.35
250.72,diamond,-62.38, 1.35, 110.13
251.4021,location,-61.47, 1.35, 112.10
251.6,diamond,-61.16, 1.35, 112.97
252.4187,location,-60.98, 1.35, 116.69
252.5,diamond,-60.88, 1.35, 117.17
253.24,diamond,-64.07, 1.35, 118.04
253.3521,jump,-64.48, 1.35, 118.01
253.4187,location,-64.69, 1.96, 118.04
254.4354,location,-67.83, 3.38, 116.98
255.2021,jump,-66.25, 1.35, 118.33
255.4354,location,-66.21, 3.13, 117.33
256.4521,location,-65.63, 3.39, 116.68
256.4854,jump,-65.63, 3.39, 116.68
257.12,diamond,-65.43, 6.59, 115.10
257.14,diamond,-65.43, 6.59, 115.00
257.18,diamond,-65.42, 6.57, 114.80
257.46,diamond,-65.41, 5.79, 114.70
257.4687,location,-65.41, 5.79, 114.70
258.102,jump,-66.16, 5.35, 114.41
258.4854,location,-66.16, 7.97, 114.41
259.502,location,-67.64, 5.31, 113.76
260.102,jump,-69.36, 5.97, 113.34
260.5187,location,-71.05, 8.67, 114.06
261.5353,location,-72.41, 5.35, 115.25
261.8187,jump,-72.49, 5.35, 115.38
262.2,diamond,-73.08, 8.15, 117.29
262.22,diamond,-73.11, 8.23, 117.39
262.552,location,-73.23, 8.64, 117.77
262.74,diamond,-73.38, 8.12, 118.25
262.92,diamond,-73.47, 7.14, 118.53
263.552,location,-73.47, 6.50, 118.53
263.5687,jump,-73.47, 6.50, 118.53
264.16,diamond,-73.18, 9.71, 120.51
264.16,diamond,-73.18, 9.71, 120.51
264.32,diamond,-73.17, 9.66, 120.71
264.56,diamond,-73.23, 8.85, 121.00
264.5687,location,-73.23, 8.85, 121.00
265.0854,jump,-73.36, 8.18, 121.69
265.56,diamond,-73.46, 11.15, 122.79
265.58,diamond,-73.47, 11.20, 122.89
265.5853,location,-73.47, 11.20, 122.89
265.6,diamond,-73.48, 11.25, 122.98
265.7,diamond,-73.52, 11.37, 123.48
266.502,jump,-73.52, 10.56, 123.48
266.602,location,-73.52, 11.46, 123.48
266.94,diamond,-72.63, 13.39, 123.61
267.38,diamond,-71.84, 13.33, 123.71
267.58,diamond,-71.84, 12.34, 123.71
267.6186,location,-71.84, 12.21, 123.71
267.7,diamond,-71.84, 11.46, 123.71
268.1,diamond,-70.67, 10.56, 124.00
