czas,bzdura,x,y,z
33.58,diamond,0.37, -2.68, 10.71
33.96,diamond,-0.47, -2.68, 11.96
33.98,diamond,-0.44, -2.68, 12.05
34.06652,location,-0.33, -2.68, 12.44
35.06821,location,-3.47, -2.68, 16.01
35.78627,jump,-3.57, -2.68, 18.36
36.07013,location,-3.57, -0.52, 18.36
36.90504,jump,-2.55, -0.29, 17.31
37.07193,location,-2.55, 1.08, 17.31
37.92,diamond,-0.15, 1.91, 16.87
38.07387,location,-0.08, 1.82, 16.93
39.04237,jump,-0.17, 1.35, 18.73
39.07574,location,-0.18, 1.54, 18.83
39.2,diamond,-0.19, 2.72, 19.53
39.56,diamond,-0.25, 4.39, 21.33
40.02,diamond,-0.25, 3.71, 23.63
40.07763,location,-0.25, 3.50, 23.83
41.07948,location,-0.23, -2.68, 25.42
41.88091,jump,-0.31, -2.68, 23.73
42.08124,location,-0.38, -1.03, 22.73
42.89951,jump,0.02, 0.44, 19.70
43.08309,location,0.04, 2.14, 18.70
44.08506,location,0.42, 1.96, 17.40
44.68615,jump,0.31, 1.07, 19.40
45.08691,location,0.25, 3.80, 21.40
46,diamond,0.12, 1.32, 26.00
46.08869,location,0.10, 1.32, 26.39
46.46,diamond,0.01, 1.32, 28.29
47.0906,location,0.15, 1.32, 31.31
47.1,diamond,0.14, 1.32, 31.41
47.8,diamond,-0.06, 1.32, 34.90
48.09246,location,-0.07, 1.32, 36.30
48.54,diamond,-0.22, 1.32, 38.35
49.09428,location,-0.24, 1.32, 40.91
49.22,diamond,-0.25, 1.32, 41.60
50.0963,location,2.35, 1.30, 39.15
51.09794,location,4.54, 1.30, 34.97
51.7,normal button enter,6.64, 1.32, 32.88
51.86,diamond,7.28, 1.32, 32.40
52.09982,location,7.96, 1.32, 31.98
52.20001,jump,7.96, 1.32, 31.98
52.28,diamond,7.96, 2.05, 31.98
52.42,diamond,7.96, 3.10, 31.98
53.10168,location,6.25, 4.01, 31.91
54.1036,location,2.27, 1.30, 34.21
55.10547,location,-0.98, 1.32, 35.02
55.6,diamond,-2.80, 1.32, 33.88
55.74,diamond,-3.02, 1.32, 33.27
55.76,diamond,-3.01, 1.32, 33.17
55.82,diamond,-3.01, 1.32, 32.87
55.94,diamond,-3.02, 1.32, 32.27
56.10734,location,-3.54, 1.32, 31.78
57.10916,location,-2.23, 1.32, 35.82
58.11098,location,-5.34, 1.32, 39.23
58.42,normal button enter,-6.48, 1.32, 40.25
58.6,diamond,-7.31, 1.32, 40.44
58.91252,jump,-7.65, 1.32, 40.29
59,diamond,-7.65, 2.23, 40.29
59.11282,location,-7.65, 3.00, 40.29
59.12,diamond,-7.65, 3.13, 40.29
60.11477,location,-5.54, 2.42, 38.23
60.81597,jump,-6.55, 3.19, 34.90
61.11652,location,-6.98, 5.50, 33.46
61.14,diamond,-7.04, 5.70, 33.27
61.14,diamond,-7.04, 5.70, 33.27
61.26,diamond,-7.20, 6.18, 32.69
61.26,diamond,-7.20, 6.18, 32.69
61.36,diamond,-7.30, 6.42, 32.20
61.44,diamond,-7.34, 6.49, 31.81
61.46,diamond,-7.35, 6.50, 31.71
61.48,diamond,-7.37, 6.50, 31.61
61.6,diamond,-7.51, 6.37, 31.03
61.64,diamond,-7.56, 6.27, 30.94
61.64,diamond,-7.56, 6.27, 30.94
61.74,diamond,-7.56, 5.93, 30.94
61.8,diamond,-7.56, 5.66, 30.94
61.88,diamond,-7.56, 5.21, 30.94
61.92,diamond,-7.56, 4.95, 30.94
61.96,diamond,-7.56, 4.66, 30.94
62.11843,location,-7.56, 4.40, 30.94
62.96,diamond,-7.82, 4.53, 31.24
63.02,diamond,-7.94, 4.57, 31.51
63.1203,location,-7.97, 4.57, 32.01
64.12219,location,-7.56, 4.42, 30.49
64.48946,jump,-6.62, 3.88, 32.01
65.12402,location,-6.79, 6.99, 34.89
66.1259,location,-4.90, 1.86, 36.35
67.12764,location,-1.82, 1.32, 40.08
68.12962,location,-0.88, 1.32, 44.62
69.13145,location,0.35, 1.32, 49.16
69.5,diamond,0.17, 1.32, 51.03
70.1332,location,0.44, 1.32, 53.79
70.34,diamond,-0.40, 1.32, 54.48
70.93999,diamond,-2.75, 1.32, 55.83
71.13517,location,-3.64, 1.32, 55.98
71.52,diamond,-5.60, 1.32, 56.16
72.13708,location,-8.34, 1.32, 56.64
72.16,diamond,-8.54, 1.32, 56.62
72.96,diamond,-12.25, 1.32, 56.91
73.13876,location,-12.98, 1.32, 56.83
73.84,diamond,-14.98, 1.32, 54.19
73.86,diamond,-15.00, 1.32, 54.09
74.04,diamond,-15.27, 1.32, 53.23
74.14,diamond,-15.40, 1.32, 52.75
74.14067,location,-15.40, 1.32, 52.75
74.16,diamond,-15.42, 1.32, 52.65
74.74,diamond,-15.35, 1.32, 49.97
74.76,diamond,-15.38, 1.32, 49.88
74.88,diamond,-15.57, 1.32, 49.31
74.9,diamond,-15.60, 1.32, 49.22
74.9,diamond,-15.60, 1.32, 49.22
75.14,diamond,-15.52, 1.32, 48.11
75.14254,location,-15.52, 1.32, 48.11
75.18,diamond,-15.44, 1.32, 47.93
75.56,diamond,-15.03, 1.32, 46.08
75.58,diamond,-15.01, 1.32, 45.98
75.8,diamond,-14.96, 1.32, 44.88
75.86,diamond,-15.01, 1.32, 44.59
75.88,diamond,-15.03, 1.32, 44.49
76.14,diamond,-15.58, 1.32, 43.41
76.14444,location,-15.58, 1.32, 43.41
76.16,diamond,-15.68, 1.32, 43.43
76.68,diamond,-18.25, 1.29, 43.81
76.7,diamond,-18.35, 1.29, 43.82
76.88,diamond,-19.25, 1.29, 43.77
76.9,diamond,-19.35, 1.29, 43.77
76.92,diamond,-19.45, 1.29, 43.77
77.14638,location,-20.38, 1.29, 43.28
77.54,diamond,-22.31, 1.32, 42.90
77.56,diamond,-22.41, 1.32, 42.90
77.8,diamond,-23.57, 1.32, 43.10
77.82,diamond,-23.65, 1.32, 43.15
77.86,diamond,-23.82, 1.32, 43.26
78.06,diamond,-24.49, 1.32, 43.96
78.08,diamond,-24.49, 1.32, 44.06
78.14819,location,-24.47, 1.32, 44.36
78.32,diamond,-24.30, 1.32, 45.25
78.52,diamond,-24.22, 1.32, 46.24
78.54,diamond,-24.23, 1.32, 46.34
78.78,diamond,-24.58, 1.32, 47.42
78.78,diamond,-24.58, 1.32, 47.42
78.78,diamond,-24.58, 1.32, 47.42
79.1,diamond,-25.03, 1.32, 48.92
79.14,diamond,-25.03, 1.32, 49.12
79.15,location,-25.03, 1.32, 49.12
79.36,diamond,-24.93, 1.32, 50.22
79.38,diamond,-24.92, 1.32, 50.32
79.6,diamond,-24.79, 1.32, 51.41
79.66,diamond,-24.73, 1.32, 51.70
79.66,diamond,-24.73, 1.32, 51.70
79.88,diamond,-24.19, 1.32, 52.63
79.9,diamond,-24.11, 1.32, 52.69
80.15175,location,-23.08, 1.32, 53.31
80.42,diamond,-21.81, 1.29, 52.83
80.43999,diamond,-21.72, 1.29, 52.78
80.58,diamond,-21.10, 1.29, 52.46
80.58,diamond,-21.10, 1.29, 52.46
80.6,diamond,-21.01, 1.29, 52.43
80.84,diamond,-19.89, 1.29, 52.85
80.88,diamond,-19.69, 1.29, 52.88
81.15372,location,-18.39, 1.29, 52.94
81.3,diamond,-17.59, 1.32, 52.97
81.3,diamond,-17.59, 1.32, 52.97
81.48,diamond,-16.72, 1.32, 52.80
81.52,diamond,-16.68, 1.32, 52.61
82.15546,location,-17.11, 1.32, 49.55
82.18,diamond,-17.18, 1.32, 49.37
82.2,diamond,-17.21, 1.32, 49.27
82.9,diamond,-16.33, 1.32, 46.08
82.92,diamond,-16.32, 1.32, 45.98
83.15741,location,-16.59, 1.32, 45.06
83.66,diamond,-19.17, 1.29, 45.36
83.68,diamond,-19.27, 1.29, 45.36
83.93999,diamond,-20.35, 1.29, 44.82
83.96,diamond,-20.42, 1.29, 44.75
84.15932,location,-21.14, 1.29, 44.22
84.38,diamond,-22.21, 1.32, 44.67
85.02,diamond,-22.57, 1.32, 47.43
85.04,diamond,-22.57, 1.32, 47.53
85.16119,location,-22.56, 1.32, 48.13
85.6,diamond,-22.97, 1.32, 50.16
85.62,diamond,-23.01, 1.32, 50.25
86.12,diamond,-21.26, 1.29, 50.63
86.14,diamond,-21.17, 1.29, 50.59
86.16301,location,-21.08, 1.29, 50.55
86.34,diamond,-20.33, 1.29, 50.07
86.38,diamond,-20.24, 1.29, 49.90
86.4,diamond,-20.29, 1.29, 49.81
86.5,diamond,-20.59, 1.29, 49.41
86.74,diamond,-21.34, 1.29, 48.49
86.75999,diamond,-21.37, 1.29, 48.39
87.16475,location,-20.45, 1.29, 46.88
87.2,diamond,-20.28, 1.29, 46.99
87.22,diamond,-20.28, 1.29, 46.99
87.74,diamond,-19.48, 1.29, 48.14
88.16669,location,-18.94, 1.29, 50.13
89.16851,location,-16.08, 1.32, 54.15
90.17043,location,-11.85, 1.32, 55.94
91.1723,location,-6.86, 1.32, 55.72
92.17418,location,-2.13, 1.32, 56.25
93.17607,location,2.87, 1.32, 56.05
94.17783,location,7.86, 1.32, 55.85
95.17962,location,12.03, 1.32, 53.76
96.18151,location,14.53, 1.32, 49.82
97.1,red key,15.54, 1.32, 45.37
97.18327,location,15.79, 1.32, 45.06
98.18526,location,16.90, 1.32, 49.19
99.18717,location,16.93, 1.32, 54.04
100.189,location,15.54, 1.32, 56.47
101.1909,location,10.55, 1.32, 56.50
102.1927,location,5.58, 1.32, 56.88
103.1945,location,0.60, 1.32, 56.72
104.1964,location,-4.15, 1.32, 56.29
105.1983,location,-8.87, 1.32, 56.62
106.2002,location,-13.42, 1.32, 55.65
107.202,location,-18.15, 1.31, 55.33
108.2039,location,-22.41, 1.32, 55.49
108.5,lock unlockedredKey,-23.87, 1.32, 55.81
109.2057,location,-25.23, 1.32, 56.12
110.2076,location,-27.20, 1.32, 56.42
110.82,hold button enter,-30.28, 1.32, 56.42
110.98,diamond,-31.07, 1.32, 56.34
111.2095,location,-31.77, 1.32, 56.28
112.2114,location,-31.77, 1.32, 56.28
113.2132,location,-32.37, 1.32, 56.23
113.4637,jump,-33.67, 1.32, 56.24
113.5,hold button leave,-33.87, 1.70, 56.25
113.52,diamond,-33.97, 1.88, 56.25
113.64,diamond,-34.57, 2.84, 56.28
113.9,diamond,-35.86, 4.17, 56.23
114.215,location,-37.36, 4.46, 56.14
114.24,diamond,-37.56, 4.39, 56.14
114.6,gun,-39.36, 4.15, 56.22
114.82,diamond,-39.76, 4.85, 56.26
115.12,diamond,-40.05, 5.75, 56.31
115.2167,location,-40.44, 5.95, 56.39
116.2187,location,-40.77, 1.29, 57.98
117.2206,location,-36.59, 1.29, 60.91
117.5044,shoot,-35.45, 1.29, 61.72
117.66,pole sphere activated,-35.45, 1.29, 61.72
118.2224,location,-35.45, 1.29, 61.72
119.2243,location,-40.30, 1.32, 62.74
119.6583,shoot,-42.37, 1.32, 63.09
120.2261,location,-42.86, 1.32, 63.18
121.0443,shoot,-44.43, 1.32, 63.51
121.228,location,-44.43, 1.32, 63.51
121.26,pole sphere activated,-44.43, 1.32, 63.51
122.2298,location,-42.36, 1.32, 63.09
123,diamond,-40.31, 1.32, 66.13
123.18,diamond,-39.87, 1.32, 66.81
123.2317,location,-39.85, 1.32, 67.01
123.32,diamond,-39.81, 1.32, 67.51
123.46,diamond,-39.75, 1.32, 68.21
123.62,diamond,-39.70, 1.32, 69.01
123.78,diamond,-39.70, 1.32, 69.81
123.92,diamond,-39.70, 1.32, 70.51
124.06,diamond,-39.71, 1.32, 71.21
124.2,diamond,-39.72, 1.32, 71.91
124.2335,location,-39.72, 1.32, 72.01
124.34,diamond,-39.72, 1.32, 72.61
124.48,diamond,-39.74, 1.32, 73.31
124.64,diamond,-39.73, 1.32, 74.11
124.8,diamond,-39.72, 1.32, 74.91
124.94,diamond,-39.71, 1.32, 75.61
125.08,diamond,-39.71, 1.32, 76.31
125.2354,location,-39.71, 1.32, 77.01
125.24,diamond,-39.70, 1.32, 77.11
125.38,diamond,-39.70, 1.32, 77.81
125.54,diamond,-39.70, 1.32, 78.61
125.68,diamond,-39.71, 1.32, 79.31
125.82,diamond,-39.71, 1.32, 80.01
125.98,diamond,-39.71, 1.32, 80.81
126.12,diamond,-39.72, 1.32, 81.51
126.2373,location,-39.73, 1.32, 82.01
126.26,diamond,-39.73, 1.32, 82.21
126.42,diamond,-39.76, 1.32, 83.00
127.2392,location,-40.41, 1.32, 86.83
128.2411,location,-41.64, 1.33, 90.74
129.2429,location,-44.78, 1.33, 94.15
130.2447,location,-44.84, 1.33, 98.93
131.2466,location,-41.33, 1.33, 102.32
132.2484,location,-36.38, 1.33, 102.18
133.2502,location,-35.70, 1.33, 100.43
134.2521,location,-35.38, 1.33, 96.71
135.254,location,-37.93, 1.33, 93.11
136.2559,location,-42.01, 1.33, 95.53
137.2577,location,-42.04, 1.33, 99.77
138.2595,location,-37.83, 1.33, 99.85
139.2614,location,-38.04, 1.33, 95.51
139.9,diamond,-39.52, 1.33, 97.05
139.9,diamond,-39.52, 1.33, 97.05
139.9,diamond,-39.52, 1.33, 97.05
139.9,diamond,-39.52, 1.33, 97.05
140.06,diamond,-39.52, 1.33, 97.85
140.06,diamond,-39.52, 1.33, 97.85
140.06,diamond,-39.52, 1.33, 97.85
140.06,diamond,-39.52, 1.33, 97.85
140.2633,location,-39.61, 1.33, 98.70
140.28,diamond,-39.61, 1.33, 98.70
140.28,diamond,-39.61, 1.33, 98.70
140.84,diamond,-39.84, 1.33, 98.50
140.84,diamond,-39.84, 1.33, 98.50
141.2651,location,-40.56, 1.33, 98.22
142.2669,location,-39.88, 1.33, 98.37
143.2688,location,-39.88, 1.33, 98.37
144.2707,location,-39.88, 1.33, 98.37
145.2726,location,-39.88, 1.33, 98.37
146.2745,location,-39.88, 1.33, 98.37
147.2763,location,-39.88, 1.33, 98.37
148.2781,location,-39.88, 1.33, 98.37
149.28,location,-39.88, 1.33, 98.37
150.2818,location,-39.88, 1.33, 98.37
151.2837,location,-39.88, 1.33, 98.37
152.2856,location,-39.88, 1.33, 98.37
153.2874,location,-39.88, 1.33, 98.37
154.2892,location,-39.88, 1.33, 98.37
155.2911,location,-39.88, 1.33, 98.37
156.293,location,-39.88, 1.33, 98.37
157.2948,location,-39.88, 1.33, 98.37
158.2966,location,-39.88, 1.33, 98.37
159.2985,location,-39.88, 1.33, 98.37
160.3004,location,-40.19, 1.33, 95.49
161.3023,location,-40.87, 1.33, 93.33
162.3041,location,-40.87, 1.33, 93.33
163.3059,location,-41.13, 1.33, 92.46
163.44,diamond,-41.47, 1.33, 91.87
163.54,diamond,-41.95, 1.33, 91.78
163.78,diamond,-42.97, 1.33, 92.40
163.94,diamond,-43.65, 1.33, 92.82
164.16,diamond,-44.73, 1.33, 92.99
164.3079,location,-45.31, 1.33, 93.38
164.4,diamond,-45.61, 1.33, 93.74
164.64,diamond,-46.11, 1.33, 94.80
164.88,diamond,-45.93, 1.33, 95.94
165.08,diamond,-46.32, 1.33, 96.86
165.3097,location,-46.25, 1.33, 97.05
166.3115,location,-49.45, 1.33, 97.15
167.3134,location,-52.98, 1.35, 97.53
168.3152,location,-52.98, 1.35, 97.53
169.3171,location,-48.48, 1.33, 98.28
169.5,diamond,-47.64, 1.33, 98.83
169.66,diamond,-47.00, 1.33, 99.31
169.86,diamond,-46.32, 1.33, 100.03
170.1,diamond,-45.61, 1.33, 101.00
170.28,diamond,-45.10, 1.33, 101.74
170.3189,location,-45.04, 1.33, 101.82
170.48,diamond,-44.53, 1.33, 102.57
170.64,diamond,-44.08, 1.33, 103.23
170.88,diamond,-43.11, 1.33, 103.90
171.06,diamond,-42.30, 1.33, 104.29
171.3,diamond,-41.12, 1.33, 104.48
171.3208,location,-41.02, 1.33, 104.49
171.46,diamond,-40.33, 1.33, 104.58
171.7,diamond,-39.13, 1.33, 104.61
171.9,diamond,-38.19, 1.33, 104.29
172.12,diamond,-37.16, 1.33, 103.91
172.3,diamond,-36.42, 1.33, 103.41
172.3227,location,-36.35, 1.33, 103.34
172.52,diamond,-35.62, 1.33, 102.66
172.7,diamond,-34.94, 1.33, 102.07
172.98,diamond,-34.10, 1.33, 101.24
173.28,diamond,-33.82, 1.33, 99.77
173.3245,location,-33.77, 1.33, 99.58
173.5,diamond,-33.53, 1.33, 98.72
174.14,diamond,-33.36, 1.33, 97.54
174.3264,location,-33.14, 1.33, 96.79
174.42,diamond,-33.13, 1.33, 96.34
174.66,diamond,-33.49, 1.33, 95.31
174.9,diamond,-34.30, 1.33, 94.44
175.1,diamond,-34.50, 1.33, 93.56
175.3282,location,-35.24, 1.33, 92.82
175.36,diamond,-35.40, 1.33, 92.69
175.5,diamond,-35.92, 1.33, 92.23
175.74,diamond,-36.93, 1.33, 91.58
175.96,diamond,-37.95, 1.33, 91.26
176.26,diamond,-39.02, 1.33, 90.94
176.3301,location,-39.02, 1.33, 90.94
176.58,diamond,-39.91, 1.33, 90.96
177.3319,location,-43.39, 1.33, 92.09
178.3338,location,-45.40, 1.33, 96.50
179.3357,location,-50.05, 1.33, 97.69
180.3375,location,-54.87, 1.35, 97.47
181.3393,location,-57.45, 1.35, 97.39
182.3412,location,-57.45, 1.35, 97.39
183.3431,location,-57.45, 1.35, 97.39
184.345,location,-57.45, 1.35, 97.39
185.3467,location,-57.45, 1.35, 97.39
186.3486,location,-57.45, 1.35, 97.39
187.3504,location,-57.45, 1.35, 97.39
188.3522,location,-57.45, 1.35, 97.39
189.3542,location,-57.45, 1.35, 97.39
190.2559,shoot,-57.45, 1.35, 97.39
190.356,location,-57.45, 1.35, 97.39
191.3581,location,-57.93, 1.35, 97.50
192.3598,location,-61.91, 1.35, 100.51
193.3617,location,-65.92, 1.35, 103.67
194.04,lock unlockedredKey,-68.46, 1.35, 105.88
194.3634,location,-68.86, 1.35, 106.43
195.3654,location,-68.86, 1.35, 106.43
196.3672,location,-66.51, 1.35, 109.42
196.4,diamond,-66.33, 1.35, 109.49
197.26,diamond,-62.37, 1.35, 109.80
197.369,location,-62.00, 1.35, 110.08
197.98,diamond,-61.04, 1.35, 112.98
198.3709,location,-60.74, 1.35, 114.66
198.9,diamond,-60.86, 1.35, 117.26
199.3728,location,-62.45, 1.35, 118.61
199.72,diamond,-64.14, 1.35, 118.53
200.0574,jump,-64.59, 1.35, 118.15
200.3747,location,-64.95, 3.78, 117.32
201.2764,jump,-65.22, 3.41, 116.70
201.3766,location,-65.22, 4.33, 116.70
201.9,diamond,-65.05, 6.73, 115.03
201.9,diamond,-65.05, 6.73, 115.03
202.08,diamond,-64.59, 6.55, 114.35
202.3,diamond,-64.59, 5.68, 114.35
202.3783,location,-64.59, 5.35, 114.35
203.0294,jump,-66.69, 5.35, 114.84
203.3802,location,-68.29, 7.94, 115.67
204.382,location,-69.91, 5.96, 116.66
205.1335,jump,-70.20, 5.97, 118.09
205.3839,location,-71.08, 8.04, 119.06
205.9,diamond,-72.99, 9.16, 120.43
205.98,diamond,-72.99, 8.97, 120.43
206.2,diamond,-72.99, 8.13, 120.43
206.3859,jump,-72.99, 8.18, 120.93
206.3859,location,-72.99, 8.18, 120.93
206.48,diamond,-72.80, 9.08, 121.38
206.88,diamond,-71.50, 11.20, 122.85
206.88,diamond,-71.50, 11.20, 122.85
206.92,diamond,-71.45, 11.28, 123.05
207.04,diamond,-71.10, 11.38, 123.50
207.14,diamond,-70.61, 11.30, 123.59
207.14,diamond,-70.61, 11.30, 123.59
207.18,diamond,-70.41, 11.22, 123.63
207.3876,location,-69.79, 10.49, 124.28
207.4211,jump,-69.79, 10.42, 124.48
208.3895,location,-69.68, 12.85, 129.25
208.42,green key,-69.67, 12.65, 129.45
209.0074,jump,-68.79, 11.68, 127.79
209.3913,location,-67.51, 14.34, 126.40
210.04,diamond,-65.40, 13.80, 124.49
210.16,diamond,-65.70, 13.00, 123.97
210.32,diamond,-66.28, 11.60, 123.42
210.34,diamond,-66.37, 11.39, 123.37
210.3932,location,-66.54, 10.99, 123.27
210.4,diamond,-66.63, 10.79, 123.23
211.3952,location,-69.00, 5.74, 119.71
212.3969,location,-69.28, 6.16, 114.72
213.3988,location,-69.02, 3.83, 109.75
214.4007,location,-68.20, 1.35, 104.81
215.1186,jump,-66.78, 1.35, 101.61
215.2523,shoot,-66.50, 2.60, 100.97
215.4024,location,-66.17, 3.67, 100.24
216.4044,location,-64.36, 1.68, 96.56
217.4063,location,-64.36, 1.35, 96.56
218.0073,jump,-63.36, 1.35, 94.38
218.408,location,-62.60, 4.09, 92.54
219.4099,location,-63.65, 9.29, 87.89
219.74,diamond,-64.65, 9.33, 86.52
219.94,diamond,-65.13, 9.33, 85.64
220.1445,jump,-65.29, 9.33, 84.66
220.26,diamond,-65.35, 10.40, 84.06
220.4118,location,-65.43, 11.04, 83.36
220.56,diamond,-65.49, 11.04, 82.57
220.88,diamond,-65.61, 10.98, 80.97
221.16,diamond,-65.56, 10.02, 79.57
221.4136,location,-65.59, 9.33, 78.37
221.447,jump,-65.60, 9.33, 78.17
221.5,diamond,-65.61, 9.89, 77.87
221.8,diamond,-65.65, 11.04, 76.38
222.14,diamond,-65.55, 11.02, 74.68
222.4155,location,-65.46, 10.34, 73.38
222.54,diamond,-65.41, 9.55, 72.68
223.08,lock unlockedgreenKey,-65.28, 9.33, 69.99
223.4173,location,-65.54, 9.33, 68.51
224.4193,location,-65.53, 9.33, 68.41
225.12,diamond,-63.26, 9.33, 66.88
225.16,diamond,-63.06, 9.33, 66.85
225.4,diamond,-61.91, 9.33, 66.99
225.42,diamond,-61.81, 9.33, 66.98
225.421,location,-61.81, 9.33, 66.98
225.48,diamond,-61.52, 9.33, 66.91
225.68,diamond,-61.21, 9.33, 66.21
225.72,diamond,-61.31, 9.33, 66.04
225.78,diamond,-61.46, 9.33, 65.78
225.8,diamond,-61.51, 9.33, 65.69
226.423,location,-63.89, 9.33, 64.12
226.8,diamond,-64.71, 9.33, 62.48
227.22,diamond,-66.54, 9.33, 62.12
227.4248,location,-67.54, 9.34, 62.10
227.78,diamond,-69.34, 9.34, 62.00
228.22,diamond,-71.54, 9.34, 61.95
228.4267,location,-72.54, 9.34, 61.93
228.62,diamond,-73.53, 9.34, 61.89
229.16,diamond,-76.23, 9.34, 61.81
229.4285,location,-77.53, 9.34, 61.86
229.62,diamond,-78.53, 9.34, 61.90
229.96,diamond,-80.23, 9.34, 61.91
230.4303,location,-82.52, 9.34, 62.05
230.64,yellow key,-83.61, 9.34, 61.91
231.4321,location,-83.27, 9.34, 62.45
232.4341,location,-78.51, 9.34, 60.95
233.4358,location,-73.55, 9.34, 60.50
234.4378,location,-68.89, 9.34, 61.89
235.4397,location,-66.35, 9.33, 65.36
236.4415,location,-65.96, 9.33, 70.44
237.4434,location,-65.68, 9.33, 75.42
238.4452,location,-65.02, 9.33, 80.18
239.4471,location,-65.02, 9.33, 85.17
240.4489,location,-67.31, 9.33, 86.44
241.4508,location,-65.77, 9.25, 87.98
242.12,lock unlockedyellowKey,-67.66, 2.78, 88.31
242.4527,location,-68.40, 1.35, 88.30
243.4545,location,-69.26, 1.35, 88.98
244.4564,location,-69.17, 1.35, 91.37
245.4582,location,-65.63, 1.35, 93.72
246.4599,location,-61.11, 1.35, 95.81
247.4619,location,-58.72, 1.35, 99.74
248.4637,location,-57.96, 1.35, 97.51
249.4657,location,-61.41, 1.35, 94.13
250.2671,jump,-63.39, 1.35, 93.51
250.4674,location,-63.08, 3.02, 92.56
251.4693,location,-61.90, 6.11, 90.28
252.4712,location,-58.74, 4.65, 91.93
252.9721,jump,-59.68, 1.35, 92.39
253.4731,location,-60.81, 6.10, 91.09
254.4749,location,-58.95, 5.38, 91.55
255.4767,location,-60.15, 5.55, 89.83
255.8441,jump,-59.81, 7.93, 90.20
256.4786,location,-57.47, 11.19, 92.14
256.66,diamond,-57.47, 10.98, 92.14
257.14,diamond,-57.74, 10.11, 92.44
257.4804,location,-58.77, 10.10, 93.78
257.52,diamond,-58.82, 10.09, 93.97
257.88,diamond,-59.11, 10.21, 95.75
258.16,diamond,-59.22, 10.15, 97.15
258.4823,location,-59.30, 10.09, 98.74
258.5,diamond,-59.30, 10.09, 98.84
258.9,diamond,-59.00, 10.07, 100.80
259.26,diamond,-57.60, 9.84, 101.93
259.4842,location,-57.09, 10.01, 102.82
260.486,location,-59.86, 9.42, 102.34
261.4878,location,-64.12, 1.35, 100.57
262.4897,location,-66.50, 1.35, 96.33
263.4916,location,-69.41, 1.35, 92.97
264.4934,location,-69.24, 1.35, 87.98
265.4953,location,-69.44, 1.33, 86.80
265.7791,shoot,-69.44, 1.33, 86.80
265.98,pole sphere activated,-69.44, 1.33, 86.80
266.4972,location,-69.65, 1.33, 86.13
266.8,diamond,-69.45, 1.33, 84.55
267.22,diamond,-69.44, 1.33, 82.46
267.4991,location,-69.39, 1.33, 81.17
267.74,diamond,-69.12, 1.33, 79.89
268.24,diamond,-68.80, 1.33, 77.41
268.5009,location,-68.71, 1.33, 76.12
268.8348,jump,-68.70, 1.33, 74.52
268.86,diamond,-68.72, 1.71, 74.32
269.5028,location,-68.43, 4.62, 71.26
269.74,diamond,-68.31, 4.12, 70.08
270.1,diamond,-69.87, 3.56, 69.60
270.5046,location,-71.86, 3.55, 69.47
270.52,diamond,-71.96, 3.55, 69.47
270.9554,jump,-73.93, 3.44, 69.02
