czas,bzdura,x,y,z
245.561,location,-39.83, 5.95, 56.44
246.5621,location,-39.83, 5.95, 56.44
246.7123,shoot,-39.83, 5.95, 56.44
247.5632,location,-39.83, 5.95, 56.44
248.5644,location,-39.83, 5.95, 56.44
249.5654,location,-39.83, 5.95, 56.44
249.8992,shoot,-39.83, 5.95, 56.44
250.3,pole sphere activated,-39.83, 5.95, 56.44
250.5666,location,-39.83, 5.95, 56.44
251.5677,location,-39.83, 5.95, 56.44
252.5688,location,-39.83, 5.95, 56.44
253.5699,location,-39.83, 5.95, 56.44
254.0872,shoot,-39.83, 5.95, 56.44
254.571,location,-39.83, 5.95, 56.44
255.5722,location,-39.83, 5.95, 56.44
256.5733,location,-39.83, 5.95, 56.44
257.3241,shoot,-39.83, 5.95, 56.44
257.5744,location,-39.83, 5.95, 56.44
258.5755,location,-39.83, 5.95, 56.44
259.5766,location,-39.83, 5.95, 56.44
260.5778,location,-39.83, 5.95, 56.44
261.5789,location,-39.83, 5.95, 56.44
262.263,shoot,-39.83, 5.95, 56.44
262.58,location,-39.83, 5.95, 56.44
263.5811,location,-39.83, 5.95, 56.44
264.5822,location,-39.83, 5.95, 56.44
265.5834,location,-39.83, 5.95, 56.44
265.9504,shoot,-39.83, 5.95, 56.44
266.34,pole sphere activated,-39.83, 5.95, 56.44
266.5845,location,-39.83, 5.95, 56.44
267.5856,location,-39.83, 5.95, 56.44
268.5867,location,-40.26, 5.95, 55.89
269.5878,location,-40.85, 1.29, 59.77
270.589,location,-40.36, 1.32, 64.71
270.86,diamond,-40.19, 1.32, 66.10
271,diamond,-40.10, 1.32, 66.79
271.14,diamond,-40.01, 1.32, 67.49
271.3,diamond,-39.91, 1.32, 68.28
271.44,diamond,-39.82, 1.32, 68.98
271.5901,location,-39.74, 1.32, 69.67
271.6,diamond,-39.73, 1.32, 69.77
271.74,diamond,-39.74, 1.32, 70.47
271.88,diamond,-39.76, 1.32, 71.17
272.02,diamond,-39.79, 1.32, 71.87
272.18,diamond,-39.81, 1.32, 72.67
272.32,diamond,-39.84, 1.32, 73.37
272.46,diamond,-39.86, 1.32, 74.07
272.5912,location,-39.88, 1.32, 74.67
272.62,diamond,-39.88, 1.32, 74.87
272.78,diamond,-39.88, 1.32, 75.67
272.92,diamond,-39.88, 1.32, 76.37
273.06,diamond,-39.87, 1.32, 77.07
273.22,diamond,-39.87, 1.32, 77.87
273.36,diamond,-39.87, 1.32, 78.57
273.5,diamond,-39.86, 1.32, 79.27
273.5923,location,-39.86, 1.32, 79.67
273.64,diamond,-39.86, 1.32, 79.97
273.8,diamond,-39.86, 1.32, 80.77
273.96,diamond,-39.85, 1.32, 81.57
274.1,diamond,-39.85, 1.32, 82.27
274.24,diamond,-39.85, 1.32, 82.97
274.5934,location,-39.84, 1.32, 84.67
275.5946,location,-39.82, 1.33, 89.67
276.5957,location,-39.85, 1.33, 91.27
277.1797,jump,-39.93, 1.33, 94.17
277.5968,location,-39.60, 3.10, 95.11
278.5979,location,-39.89, 1.33, 96.34
278.7,diamond,-39.96, 1.33, 96.94
278.72,diamond,-39.97, 1.33, 97.04
278.76,diamond,-39.99, 1.33, 97.24
278.76,diamond,-39.99, 1.33, 97.24
278.78,diamond,-39.99, 1.33, 97.34
278.8,diamond,-39.98, 1.33, 97.44
278.86,diamond,-39.95, 1.33, 97.74
278.86,diamond,-39.95, 1.33, 97.74
278.92,diamond,-39.91, 1.33, 98.03
278.92,diamond,-39.91, 1.33, 98.03
278.94,diamond,-39.89, 1.33, 98.13
278.94,diamond,-39.89, 1.33, 98.13
279.3488,jump,-39.50, 1.33, 98.68
279.599,location,-39.50, 3.05, 98.68
280.6002,location,-39.50, 1.33, 98.68
281.6013,location,-39.50, 1.33, 98.68
282.6024,location,-39.50, 1.33, 98.68
283.6035,location,-39.50, 1.33, 98.68
284.6046,location,-39.50, 1.33, 98.68
285.6058,location,-39.50, 1.33, 98.68
286.6069,location,-39.50, 1.33, 98.68
287.608,location,-39.50, 1.33, 98.68
288.6091,location,-39.41, 1.33, 98.18
289.6103,location,-39.41, 1.33, 98.18
290.6113,location,-39.41, 1.33, 98.18
291.6125,location,-39.41, 1.33, 98.18
292.6136,location,-39.41, 1.33, 98.18
293.6147,location,-39.41, 1.33, 98.18
294.6158,location,-39.41, 1.33, 98.18
295.6169,location,-39.41, 1.33, 98.18
296.618,location,-39.41, 1.33, 98.18
297.6192,location,-39.41, 1.33, 98.18
298.6203,location,-39.86, 1.33, 95.72
299.6214,location,-40.08, 1.33, 93.35
300.12,diamond,-39.55, 1.33, 91.67
300.12,diamond,-39.55, 1.33, 91.67
300.34,diamond,-38.80, 1.33, 91.16
300.56,diamond,-37.71, 1.33, 91.34
300.6225,location,-37.42, 1.33, 91.39
300.68,diamond,-37.13, 1.33, 91.47
300.92,diamond,-36.14, 1.33, 92.12
301.1,diamond,-35.46, 1.33, 92.70
301.34,diamond,-34.65, 1.33, 93.59
301.56,diamond,-34.11, 1.33, 94.55
301.6236,location,-33.97, 1.33, 94.81
301.78,diamond,-33.67, 1.33, 95.55
302,diamond,-33.43, 1.33, 96.62
302.22,diamond,-33.32, 1.33, 97.72
302.52,diamond,-33.42, 1.33, 99.21
302.6248,location,-33.50, 1.33, 99.71
302.76,diamond,-33.73, 1.33, 100.37
302.94,diamond,-34.15, 1.33, 101.16
303.18,diamond,-34.84, 1.33, 102.14
303.34,diamond,-35.39, 1.33, 102.73
303.58,diamond,-36.31, 1.33, 103.49
303.6259,location,-36.48, 1.33, 103.60
303.78,diamond,-37.17, 1.33, 103.99
304.02,diamond,-38.27, 1.33, 104.47
304.2,diamond,-39.13, 1.33, 104.62
304.44,diamond,-40.32, 1.33, 104.63
304.62,diamond,-41.21, 1.33, 104.64
304.627,location,-41.21, 1.33, 104.64
304.88,diamond,-42.39, 1.33, 104.29
305.04,diamond,-43.08, 1.33, 103.91
305.26,diamond,-44.01, 1.33, 103.33
305.44,diamond,-44.73, 1.33, 102.79
305.6281,location,-45.37, 1.33, 102.16
305.68,diamond,-45.52, 1.33, 101.91
305.88,diamond,-46.02, 1.33, 101.05
306.1,diamond,-46.42, 1.33, 100.03
306.34,diamond,-46.75, 1.33, 98.88
306.58,diamond,-46.82, 1.33, 97.68
306.6292,location,-46.80, 1.33, 97.48
306.76,diamond,-46.67, 1.33, 96.79
307,diamond,-46.36, 1.33, 95.64
307.22,diamond,-45.91, 1.33, 94.64
307.44,diamond,-45.36, 1.33, 93.68
307.6304,location,-44.84, 1.33, 92.95
307.64,diamond,-44.78, 1.33, 92.87
307.88,diamond,-43.91, 1.33, 92.07
308.08,diamond,-43.06, 1.33, 91.56
308.32,diamond,-42.01, 1.33, 90.98
308.6315,location,-40.72, 1.33, 90.90
309.6326,location,-42.24, 1.33, 91.12
310.6337,location,-44.70, 1.33, 95.12
311.6349,location,-48.80, 1.33, 97.82
312.636,location,-53.76, 1.35, 97.86
313.6371,location,-57.48, 1.35, 98.42
314.6382,location,-57.91, 1.35, 98.16
315.6393,location,-58.16, 1.35, 95.11
316.1065,jump,-58.20, 1.35, 92.94
316.6404,location,-59.75, 5.46, 91.89
317.6415,location,-60.88, 5.97, 90.10
318.6427,location,-61.22, 4.85, 89.73
319.1933,jump,-61.55, 8.63, 89.51
319.6438,location,-62.76, 11.12, 87.60
320.6449,location,-64.31, 9.33, 85.47
321.18,diamond,-64.68, 9.33, 85.79
321.3958,jump,-64.86, 9.33, 85.87
321.646,location,-64.86, 11.04, 85.87
321.82,diamond,-65.19, 11.04, 85.64
322.6472,location,-65.46, 9.33, 84.29
322.7,diamond,-65.45, 9.33, 83.99
323,diamond,-65.40, 9.33, 82.50
323.0476,jump,-65.40, 9.33, 82.30
323.3,diamond,-65.44, 11.04, 81.00
323.6,diamond,-65.47, 11.04, 79.50
323.6483,location,-65.47, 11.04, 79.30
323.92,diamond,-65.48, 10.66, 77.90
324.22,diamond,-65.48, 9.33, 76.40
324.3991,jump,-65.45, 9.33, 75.60
324.56,diamond,-65.42, 10.88, 74.70
324.6494,location,-65.41, 11.04, 74.30
324.98,diamond,-65.34, 11.04, 72.60
325.6505,location,-65.59, 9.33, 70.52
326.6516,location,-64.48, 9.33, 73.90
327.6527,location,-64.63, 9.33, 78.74
328.6539,location,-65.54, 9.33, 83.52
329.655,location,-67.39, 9.33, 87.00
330.6561,location,-67.39, 9.33, 87.00
331.6572,location,-67.63, 9.33, 87.32
332.6584,location,-65.05, 9.52, 89.37
333.6595,location,-72.22, 9.52, 89.90
333.7763,jump,-71.76, 9.52, 90.22
334.6606,location,-75.55, 12.43, 91.91
334.96,diamond,-76.67, 10.70, 92.89
335.6617,location,-76.86, 9.96, 93.12
335.94,diamond,-76.50, 9.85, 94.37
336.28,diamond,-76.09, 10.03, 96.01
336.58,diamond,-76.15, 9.98, 97.51
336.6628,location,-76.19, 9.98, 97.91
336.94,diamond,-76.31, 9.99, 99.30
337.28,diamond,-76.45, 9.91, 101.00
337.66,diamond,-77.48, 9.97, 102.57
337.6639,location,-77.48, 9.97, 102.57
338.665,location,-77.79, 9.99, 102.82
339.6662,location,-76.85, 9.97, 102.06
340.6673,location,-75.32, 10.10, 97.52
341.6684,location,-76.99, 9.98, 92.92
341.68,diamond,-77.05, 9.98, 92.85
342.6696,location,-77.97, 10.00, 92.25
342.8864,jump,-77.74, 9.91, 91.59
343.6707,location,-76.35, 13.01, 88.37
344.28,diamond,-76.29, 9.33, 87.24
344.44,diamond,-76.29, 9.33, 86.44
344.5383,jump,-76.31, 9.33, 86.05
